818811-Flor Portella-10427.70
347195-Daniel Vieyra-2920.32
691261-Quintiliano Sousa de Arronches-3351.73
326568-Quintiliano Sousa de Arronches-5134.23
229654-Flamednia Leiria-19443.07
323118-Camila Gabeira-18191.30
501337-Gaudancio Fiees-7611.60
137688-Zungela Ipiranga-19932.11
239438-Taercio Mafra-12625.65
776881-Ubaldo Mainha-13730.11
374076-Romo Paranage-4592.79
111621-Adelino Barra-2121.43
406698-Camila Gabeira-14048.34
983675-Odilia Bello-16891.60
249404-Neuza Francia-7479.06
649448-Anfnia Seixas-20942.30
208766-Ubaldo Mainha-17522.47
42864-Aludsio Sosa-10699.01
118615-Cleusa Goes-4246.57
586461-Danilo Olaio-13964.34
873556-Edgar Carvalheiro-5873.24
999491-Sofras Cuaresma-14684.36
641192-Honorina Lira-20878.43
971963-Elisa Themes-15933.43
209835-Odilia Camello-2391.09
787255-Dulce Froes-15587.58
11416-Danilo Olaio-9014.83
395863-Artur Grillo-20515.26
990868-Eurico Siqueira-10001.61
183544-Zungela Ipiranga-15127.47
387270-Emiliana Foquio-10571.37
870102-Filomena Barrios-12021.37
11939-Guida Juca-922.94
987690-Domingos Pas-2102.66
123923-Cassandra Varejo-20694.76
199348-Angelica Aranha-11717.80
504379-Manuel Capiperibe-14837.91
573058-Romo Paranage-16191.87
543072-Branco Saraba-14236.94
686565-Moaci Mendoa-123.94
264064-Odilia Bello-9057.81
682351-Cassandra Varejo-2681.68
536693-Lurdes Cotrim-4591.80
750142-Micaela Chavez-7361.67
822724-Jonatas Felgueiras-6408.08
3844-Jussara Varanda-9210.07
459302-Camila Gabeira-15235.12
397864-Urbano Rodrigues-20530.85
895098-Ubaldo Mainha-14321.44
36915-Esperada Cardoso-853.47
958834-Honorina Lira-15566.11
18058-Carminda Morais-21382.93
214078-Delfim Higuera-11513.46
704440-Quintiliano Sousa de Arronches-6836.13
977457-Henrique Bento-1809.52
726614-Cleusa Goes-20299.56
288221-Danilo Olaio-13469.31
124639-Ermelinda Quintela-11808.46
180787-Odilia Camello-14357.41
931182-Oliveira Carmona-9642.94
75720-Tibefarcio Colao-12792.53
518024-Lina Andrade-12902.71
611843-Clara Alcantara-520.01
401822-Quintino Alcantara-19517.06
875651-Manuel Capiperibe-7572.00
640902-Esperada Cardoso-6854.43
929626-Cassandra Varejo-7607.31
246204-Camila Gabeira-3193.72
163694-Manuel Capiperibe-9805.53
225167-Danilo Olaio-20204.84
633542-Odete Vasques-13040.76
685586-Delfim Higuera-18845.94
30946-Lurdes Cotrim-18827.22
722669-Spnia ou Sonia Guerreiro-17576.40
543599-Nuno Balsemeo-980.32
316462-Odilia Bello-18396.73
561452-Filomena Barrios-14611.19
254225-Aludsio Sosa-4858.82
792643-Andreia Moita-9670.45
588158-Emedlio Pimentel-417.87
677684-Tibefarcio Colao-20904.20
536407-Odilia Bello-796.22
182386-Guida Juca-4426.53
313347-Zulmira Becerra-358.92
666434-Zungela Ipiranga-16904.36
735457-Jussara Varanda-12922.69
247029-Ermelinda Quintela-8713.46
5723-Oliveira Senchez-17746.01
619827-Lina Andrade-8879.10
302832-Armanda Amorim-17944.98
985921-Leonidas Mafra-11636.92
261165-Telma Villalobos-2747.45
130238-Neuza Francia-4179.27
754038-Neuza Francia-16452.40
18036-Carminda Morais-16134.23
314235-Sidfnio Frois-10796.75
799890-Adelino Barra-7294.38
920979-Urbano Rodrigues-13234.44
923707-Emiliana Foquio-10335.80
971767-Romo Paranage-8404.00
323031-Moaci Mendoa-6169.02
94689-Letedcia Gago-16671.63
5031-Emedlia Silvera-15808.09
52299-Armindo Castalo-930.80
508219-Daniel Vieyra-11090.98
916390-Zulmira Becerra-4319.29
593274-Adelina Quadros-20487.29
616676-Quintiliano Sousa de Arronches-9781.66
757172-Romo Paranage-20010.89
323758-Cleusa Goes-17895.78
904592-Silvio Mata-3854.17
177358-Moaci Mendoa-20265.12
194815-Emedlio Pimentel-3500.33
139351-Flor Portella-936.02
357016-Tabalipa Duarte-12931.10
481541-Cassandra Varejo-13440.26
313791-Taercio Mafra-15386.20
584443-Zungela Ipiranga-6007.53
299220-Armanda Amorim-3050.26
110655-Tibofarcio Camacho-15393.50
321579-Angelica Aranha-18032.54
950617-Anfnia Seixas-1129.48
742584-Flor Portella-10381.43
860420-Domingos Pas-7017.99
58165-Emedlia Silvera-7491.56
870205-Sara Lameiras-6461.54
610777-Angelica Aranha-14724.67
79771-Aludsio Sosa-18100.52
747223-Delfim Higuera-8348.67
504135-Liana Cardim-17279.78
354978-Sidfnio Frois-10348.16
622784-Moaci Mendoa-15197.67
918594-Melinda Roserio-5550.26
247438-Branco Saraba-18688.86
694320-Emiliana Foquio-12594.60
251107-Flor Portella-19833.31
834191-Ximena Castilho-1774.58
553197-Trajano Fagundes-380.54
541153-Antonio Viegas-3958.01
555232-Elisa Themes-11043.05
919192-Emedlio Pimentel-18056.60
53976-Anind Zarco-7377.99
653294-Melinda Roserio-20747.18
879259-Tibefarcio Colao-18714.82
936628-Esperada Cardoso-2216.92
633363-Tarrataca Soares-5659.44
59-Branco Saraba-21007.78
834157-Neeamia Arruda-20698.47
752802-Flor Portella-10739.05
22512-Angelica Aranha-15654.60
302998-Ubaldo Mainha-7888.96
399486-Odilia Bello-5474.66
262594-Flamednia Leiria-9541.19
667610-Aludsio Sosa-8995.15
474954-Sofras Cuaresma-10854.52
742792-Odilia Camello-1136.01
374033-Andreia Moita-7776.01
946751-Sofras Cuaresma-2549.52
89772-Carminda Morais-3557.05
517617-Esperada Cardoso-19147.27
767123-Adelina Quadros-2175.46
193270-Estanislau Beserra-5939.46
935194-Odilia Bello-2687.25
395137-Neuza Francia-19443.92
853241-Eurico Siqueira-10473.84
3826-Delfina Garcia de Gondim-9846.43
614352-Delfim Higuera-15920.17
2657-Sara Lameiras-8994.80
270994-Feledcia Peassego-10925.70
444166-Melinda Roserio-4196.04
77404-Sofras Cuaresma-21323.71
122604-Tibefarcio Colao-15940.80
150095-Fulvio Villegas-16900.16
780467-Lina Andrade-1999.27
442035-Romo Paranage-11427.80
71428-Urbano Rodrigues-4453.01
302008-Ubaldo Mainha-8209.15
133835-Gaudancio Fiees-754.34
917418-Celeste Duarte-2787.05
405559-Armindo Castalo-3571.49
653476-Regina Barcellos-18762.27
931461-Nuno Balsemeo-13298.65
671706-Almor Caiado-14130.16
620451-Quintiliano Sousa de Arronches-9323.12
994364-Eurico Siqueira-7872.71
752046-Romo Paranage-20633.42
668994-Delfina Garcia de Gondim-5791.61
602889-Dulce Froes-14072.94
533187-Delfina Perdigon-5077.28
33308-Tibefarcio Colao-3836.50
653573-Armanda Amorim-8023.04
644754-Tabalipa Duarte-19812.35
232824-Angilica Galante-2194.23
352979-Zulmira Becerra-805.60
400356-Daniel Vieyra-13615.54
744549-Dulce Froes-8148.23
389383-Gaudancio Fiees-15724.92
949212-Guaraci Damasceno-9316.11
943043-Mercia Caeira-19391.44
158224-Zulmira Becerra-13926.94
6217-Letedcia Gago-18593.47
113481-Quintiliano Sousa de Arronches-11765.08
86269-Aludsio Sosa-9382.58
74676-Emiliana Foquio-6871.27
