111375-Taercio Mafra-21317.77
250261-Camila Gabeira-11701.20
405998-Tibefarcio Colao-16524.52
683526-Henrique Bento-14644.55
469266-Adelina Quadros-17984.92
389574-Manuel Capiperibe-16424.70
848733-Delfina Perdigon-5502.67
413475-Armanda Amorim-1843.73
628195-Antonio Viegas-16000.51
89659-Flor Portella-4820.57
923334-Tibefarcio Colao-3393.47
617220-Angelica Aranha-12025.97
183690-Letedcia Gago-4615.20
790982-Angelica Aranha-14672.03
325184-Guida Juca-5961.89
129336-Fulvio Villegas-18375.78
121998-Honorina Lira-4839.43
563079-Augusta Paio-6523.57
815591-Sara Lameiras-6085.01
187754-Sara Lameiras-16195.91
100498-Anind Zarco-7110.31
646043-Gaudancio Fiees-17066.48
311749-Sara Lameiras-1793.48
945559-Zungela Ipiranga-14371.39
33965-Rodolfo Paz-3949.81
646865-Tarrataca Soares-4731.10
730110-Domingos Pas-3687.48
80662-Gaudancio Fiees-9573.11
320929-Manuel Capiperibe-3716.43
611912-Sofras Cuaresma-15418.31
476247-Gaudancio Fiees-13254.48
171255-Polibe Olivares-1626.10
979902-Guida Juca-13709.22
824537-Judite Damasceno-1603.84
872336-Fulvio Villegas-1429.34
108917-Daniel Vieyra-9695.81
956558-Almor Caiado-21353.11
231288-Lina Andrade-20429.08
379287-Lurdes Cotrim-8767.46
28749-Neuza Francia-2368.74
785686-Danilo Olaio-6053.50
573432-Danilo Olaio-1740.38
525560-Polibe Olivares-1455.34
825760-Ermelinda Quintela-9813.58
265015-Mercia Caeira-20012.31
201212-Antonio Viegas-16538.56
247337-Basilio Pedroso-17768.13
41740-Emedlia Silvera-7065.60
663853-Sidfnio Frois-12429.40
929266-Ximena Castilho-18469.68
542087-Anfnia Seixas-19907.54
602813-Quintiliano Sousa de Arronches-2378.44
273839-Zungela Ipiranga-4423.69
383268-Liana Cardim-6361.95
876657-Angilica Galante-1089.76
304325-Cleusa Goes-14031.78
313135-Adelina Quadros-6969.41
665903-Micaela Chavez-5064.99
926939-Neuza Francia-17891.63
449875-Celeste Duarte-6216.09
846624-Liana Cardim-6931.51
593433-Domingos Pas-11817.54
894263-Manuel Capiperibe-1025.44
212662-Judite Damasceno-9739.27
405873-Armindo Castalo-18088.04
346232-Emedlio Pimentel-6026.25
142657-Ximena Castilho-4724.54
784409-Honorina Lira-14061.20
470074-Anfnia Seixas-11515.63
127995-Silvio Mata-5855.30
754216-Zulmira Becerra-20923.76
650775-Clarindo Areosa-19824.86
391106-Eurico Siqueira-4298.97
17120-Polibe Olivares-18751.09
321874-Nuno Balsemeo-8570.31
119439-Tarrataca Soares-15243.78
94675-Urbano Rodrigues-12360.37
527625-Leonidas Mafra-17688.21
460028-Liana Cardim-16818.07
72089-Estanislau Beserra-704.52
293076-Flamednia Leiria-9292.06
665074-Edgar Carvalheiro-19538.57
307250-Sofras Cuaresma-12347.64
493442-Joaquim Rufino-13617.81
123270-Tibefarcio Colao-8236.20
557041-Branco Saraba-18767.39
131782-Zungela Ipiranga-16293.50
644278-Flamednia Leiria-7783.94
309488-Armindo Castalo-19778.54
537999-Quintino Alcantara-5744.43
296038-Liana Cardim-14847.36
946581-Mercia Caeira-11069.17
599414-Emiliana Foquio-6227.41
665151-Cassandra Varejo-1347.50
840103-Rodolfo Paz-6168.74
562847-Edgar Carvalheiro-17304.31
663265-Antonio Castelo-19305.62
316716-Augusta Paio-16897.23
307611-Zungela Ipiranga-2665.49
106024-Odilia Camello-9600.87
872654-Oliveira Carmona-608.99
845365-Henrique Bento-18088.46
191285-Regina Barcellos-17439.62
301519-Joaquim Rufino-2961.43
709539-Ubaldo Mainha-14879.83
253572-Domingos Pas-18815.46
536705-Guida Juca-8537.26
686316-Ximena Castilho-17880.43
746384-Emiliana Foquio-108.67
660583-Nuno Balsemeo-14989.73
533708-Ximena Castilho-20278.45
142483-Leonidas Mafra-3792.07
184685-Sidfnio Frois-6543.98
967566-Manuel Capiperibe-19407.00
500918-Taercio Mafra-13049.26
424365-Clara Alcantara-17181.79
778596-Carminda Morais-7622.32
211744-Elisa Themes-664.35
884441-Leonidas Mafra-4091.81
622527-Angilica Galante-16208.42
931298-Marilda Leio-21283.76
655847-Ermelinda Quintela-12690.34
226405-Flamednia Leiria-1497.35
791442-Celeste Duarte-15407.03
983404-Esperada Cardoso-12817.20
675098-Rebeca Neto-21371.45
429373-Danilo Olaio-15424.40
909492-Trajano Fagundes-14281.68
464877-Tibefarcio Colao-13365.68
370435-Oliveira Carmona-15341.91
764895-Branco Saraba-8336.39
520910-Ubaldo Mainha-14432.94
483847-Liana Cardim-8770.37
844991-Eurico Siqueira-8788.29
422212-Eurico Siqueira-17448.12
441402-Leonidas Mafra-6680.04
156133-Clarindo Areosa-16774.33
103111-Sofras Cuaresma-13318.59
485004-Tarrataca Soares-14193.24
48196-Odilia Bello-19506.94
969623-Andreia Moita-1299.75
782992-Elisa Themes-1324.96
630788-Odete Vasques-1899.80
730399-Zungela Ipiranga-9568.25
533039-Sara Lameiras-787.64
572332-Moaci Mendoa-10082.05
272642-Odilia Camello-11683.61
928917-Daniel Vieyra-13214.64
752903-Almor Caiado-15339.49
661744-Neuza Francia-675.14
277968-Delfina Garcia de Gondim-6904.83
532873-Zulmira Becerra-12362.67
82306-Basilio Pedroso-8264.14
701730-Quintiliano Sousa de Arronches-17581.44
633529-Henrique Bento-12771.93
893813-Daniel Vieyra-6652.82
674031-Silvio Mata-20595.55
403556-Angelica Aranha-5600.00
991882-Romo Paranage-18897.53
903885-Jussara Varanda-9429.31
542705-Almor Caiado-14012.09
156885-Tibefarcio Colao-19507.42
750983-Cassandra Varejo-18873.41
841552-Adelina Quadros-20880.42
273581-Odete Vasques-12841.92
952932-Oliveira Carmona-12206.02
353709-Odete Vasques-4177.93
115695-Sofras Cuaresma-5531.96
858353-Jussara Varanda-8111.88
66688-Cassandra Varejo-4636.08
272543-Almerinda Palmeira-14611.51
478247-Anind Zarco-17863.08
466791-Odilia Camello-15715.75
868963-Neuza Francia-10069.33
931515-Fulvio Villegas-10492.07
187486-Emiliana Foquio-17771.60
241912-Liana Cardim-20515.13
851083-Tabalipa Duarte-8931.46
976621-Zungela Ipiranga-17710.04
371428-Guaraci Damasceno-19240.71
697248-Joaquim Rufino-14198.59
748402-Filomena Barrios-9488.54
57763-Mercia Caeira-17473.21
223988-Fulvio Villegas-3467.06
432457-Jonatas Felgueiras-6526.38
865754-Guaraci Damasceno-17948.25
384988-Zungela Ipiranga-1435.83
213247-Zungela Ipiranga-20534.35
754087-Jorgina Bogalho-16419.27
966686-Filomena Barrios-7988.15
303985-Rebeca Neto-4670.29
308689-Augusta Paio-20477.77
621331-Telma Villalobos-10493.51
25599-Elisa Themes-15065.75
879396-Estanislau Beserra-12125.24
939952-Sara Lameiras-14513.90
676551-Eurico Siqueira-12962.91
442902-Elisa Themes-11650.21
354702-Gaudancio Fiees-16107.75
786655-Tibefarcio Colao-12972.58
805449-Silvio Mata-6880.78
199981-Emiliana Foquio-12443.87
448496-Zulmira Becerra-4575.25
