71462-Heleedsa Marins-12218.64
171554-Odilia Camello-5730.37
810127-Jonatas Felgueiras-8234.96
109274-Armanda Amorim-7637.31
485230-Rodolfo Paz-3602.40
342032-Estanislau Beserra-18834.78
532181-Edgar Carvalheiro-21137.04
704767-Clarindo Areosa-3654.41
546086-Rebeca Neto-3457.17
917749-Cleusa Goes-2911.21
411230-Emedlio Pimentel-20045.79
285998-Taercio Mafra-912.67
492323-Delfina Garcia de Gondim-3530.77
975431-Romo Paranage-8211.86
587644-Leonidas Mafra-12606.71
60325-Emedlia Silvera-105.30
305964-Delfina Perdigon-5810.62
88549-Domingos Pas-11527.67
781072-Jussara Varanda-4518.29
693951-Neuza Francia-10237.47
922527-Heleedsa Marins-9886.75
287764-Emedlio Pimentel-2864.77
206810-Almor Caiado-16229.69
621839-Tibofarcio Camacho-7934.61
284173-Manuel Capiperibe-2805.65
186083-Micaela Chavez-1601.42
565818-Heleedsa Marins-489.64
681899-Adelina Quadros-1800.53
722730-Feledcia Peassego-11588.34
996437-Regina Barcellos-5750.44
390705-Joaquim Rufino-14619.67
880307-Clarindo Areosa-12877.71
636795-Camila Gabeira-6254.94
470298-Guida Juca-2986.32
6442-Clara Alcantara-10709.16
214104-Odilia Camello-11551.02
951669-Eurico Siqueira-2871.84
751318-Letedcia Gago-5808.66
834170-Ximena Castilho-2541.05
262663-Tarrataca Soares-18001.02
921843-Lina Andrade-12150.09
771996-Ubaldo Mainha-5034.06
99119-Flor Portella-19040.42
911889-Elisa Themes-14750.29
702089-Taercio Mafra-375.52
541011-Tibofarcio Camacho-9997.66
38036-Angilica Galante-772.34
982777-Clara Alcantara-21459.85
496486-Carminda Morais-19163.36
843883-Andreia Moita-19875.98
751624-Guida Juca-12360.37
625884-Zungela Ipiranga-6503.25
270779-Ximena Castilho-5169.40
442176-Trajano Fagundes-3113.69
729209-Sidfnio Frois-8270.71
932403-Domingos Pas-1971.28
270547-Gaudancio Fiees-7291.66
276754-Dulce Froes-3246.65
149276-Estanislau Beserra-13111.62
643547-Antonio Viegas-5525.22
756004-Cleusa Goes-7712.74
877352-Estanislau Beserra-12819.00
404251-Odilia Camello-12246.87
6200-Guida Juca-12251.29
120794-Armindo Castalo-15818.58
303530-Taercio Mafra-12183.07
768512-Liana Cardim-12895.77
951058-Jorgina Bogalho-20828.54
151542-Sofras Cuaresma-20315.20
687781-Adelina Quadros-13896.80
338791-Eurico Siqueira-19574.36
542767-Branco Saraba-6548.29
71706-Odilia Camello-1327.50
57431-Letedcia Gago-1477.56
895480-Henrique Bento-273.93
320645-Gaudancio Fiees-19566.97
873939-Filomena Barrios-4929.82
109750-Tibofarcio Camacho-84.49
494503-Neeamia Arruda-5016.01
557388-Trajano Fagundes-17412.88
658641-Oliveira Carmona-14201.44
517181-Liana Cardim-7742.03
307950-Ubaldo Mainha-4537.91
785375-Edgar Carvalheiro-9758.48
391632-Augusta Paio-5042.60
372282-Regina Barcellos-20135.81
176081-Leonidas Mafra-14059.71
557223-Gaudancio Fiees-15580.81
825166-Polibe Olivares-6470.92
612835-Estanislau Beserra-21316.49
596481-Fulvio Villegas-1218.24
532107-Camila Gabeira-18313.41
297066-Henrique Bento-20996.49
811961-Moaci Mendoa-39.51
82994-Lurdes Cotrim-10643.42
263661-Judite Damasceno-4202.31
141142-Estanislau Beserra-14374.07
300-Clara Alcantara-11104.81
824898-Armanda Amorim-15223.06
733774-Tibofarcio Camacho-4094.35
963765-Antonio Castelo-13090.32
337310-Armindo Castalo-18835.64
429880-Branco Saraba-6403.77
796831-Urbano Rodrigues-20071.89
44649-Lina Andrade-18367.88
36110-Angilica Galante-1565.68
124565-Silvio Mata-10707.09
700304-Tarrataca Soares-7772.26
873078-Antonio Viegas-14320.51
137390-Moaci Mendoa-13893.01
566982-Jonatas Felgueiras-2427.81
820493-Joaquim Rufino-15601.19
931458-Augusta Paio-18205.48
207827-Tibofarcio Camacho-14778.62
434976-Armindo Castalo-15079.06
4536-Urbano Rodrigues-2674.59
321495-Clara Alcantara-19175.83
45582-Honorina Lira-14218.00
766723-Delfim Higuera-3381.89
793733-Regina Barcellos-14613.27
772151-Zungela Ipiranga-4804.10
782107-Rebeca Neto-18122.31
388412-Eurico Siqueira-8456.78
855427-Edgar Carvalheiro-18278.86
27818-Daniel Vieyra-4678.38
21283-Delfina Perdigon-21248.42
66779-Heleedsa Marins-7766.80
338153-Danilo Olaio-82.42
835705-Regina Barcellos-9300.09
900684-Quintiliano Sousa de Arronches-7693.19
266864-Jonatas Felgueiras-20830.91
930715-Rodolfo Paz-18853.89
713195-Melinda Roserio-20597.78
76887-Danilo Olaio-10991.50
302272-Micaela Chavez-10106.94
433997-Tibefarcio Colao-14837.15
540878-Artur Grillo-5272.98
231128-Odete Vasques-13596.36
754106-Almerinda Palmeira-4629.88
950186-Mercia Caeira-14168.89
989464-Emedlia Silvera-13156.72
955272-Manuel Capiperibe-4021.19
151753-Almerinda Palmeira-2363.49
26717-Cassandra Varejo-4914.26
820696-Letedcia Gago-4977.28
935961-Delfina Garcia de Gondim-17631.62
926105-Rebeca Neto-2602.19
596271-Emedlio Pimentel-539.67
508394-Ximena Castilho-4187.21
429197-Ubaldo Mainha-16926.71
185116-Letedcia Gago-10421.77
548303-Silvio Mata-10951.32
300865-Marilda Leio-15162.84
863919-Rebeca Neto-10038.27
576540-Augusta Paio-13856.48
499249-Adelina Quadros-9821.00
136977-Melinda Roserio-19180.26
589209-Anind Zarco-6751.39
677745-Leonidas Mafra-15566.47
754642-Guaraci Damasceno-11975.93
236937-Zungela Ipiranga-3672.94
907846-Polibe Olivares-11488.42
181733-Angilica Galante-11326.60
320848-Jussara Varanda-2310.40
402079-Honorina Lira-16906.16
694994-Anind Zarco-796.32
666294-Clara Alcantara-11767.69
856859-Angilica Galante-12143.58
530519-Estanislau Beserra-15520.36
408678-Cassandra Varejo-5053.07
990577-Branco Saraba-16385.44
749328-Branco Saraba-19724.52
640205-Spnia ou Sonia Guerreiro-19091.50
331312-Polibe Olivares-16849.87
849367-Letedcia Gago-17913.89
47770-Spnia ou Sonia Guerreiro-5786.00
829778-Taercio Mafra-19572.67
670552-Marilda Leio-18926.40
133659-Polibe Olivares-4386.87
276551-Edgar Carvalheiro-1616.12
12071-Quintino Alcantara-6066.02
41689-Nuno Balsemeo-6683.52
430058-Ubaldo Mainha-14419.92
994397-Odilia Bello-1488.40
82273-Delfina Garcia de Gondim-20876.89
302930-Quintino Alcantara-542.53
155617-Oliveira Carmona-14730.83
293664-Romo Paranage-18197.54
306279-Anfnia Seixas-17694.04
354855-Moaci Mendoa-7311.96
710388-Joaquim Rufino-20502.08
126166-Artur Grillo-17987.66
510036-Emiliana Foquio-11257.13
560083-Micaela Chavez-11637.07
113507-Basilio Pedroso-21437.90
56035-Emedlio Pimentel-14616.09
115365-Emedlia Silvera-13442.81
957791-Ermelinda Quintela-8210.91
440173-Honorina Lira-11063.97
125734-Basilio Pedroso-16047.52
423152-Andreia Moita-6739.79
323004-Emiliana Foquio-21001.05
90971-Oliveira Carmona-14131.31
850905-Lina Andrade-5222.08
450470-Odete Vasques-11123.21
