562291-Flor Portella-1917.70
843396-Armanda Amorim-2724.45
689278-Estanislau Beserra-269.59
167676-Henrique Bento-9055.94
365082-Branco Saraba-1265.65
573594-Antonio Castelo-13547.21
73684-Anfnia Seixas-9010.19
411472-Odete Vasques-8415.52
176962-Adelino Barra-20845.04
180830-Fulvio Villegas-19359.86
882845-Armanda Amorim-2784.14
568670-Camila Gabeira-11772.57
184183-Moaci Mendoa-19549.47
11874-Antonio Castelo-5606.31
595624-Micaela Chavez-6159.96
728094-Judite Damasceno-19245.69
322157-Silvio Mata-8471.59
273466-Almor Caiado-10105.71
958737-Daniel Vieyra-20467.48
545038-Daniel Vieyra-18154.45
302436-Filomena Barrios-6018.44
891548-Almor Caiado-13654.13
925966-Taercio Mafra-7641.13
918932-Lurdes Cotrim-9021.25
22395-Manuel Capiperibe-32.37
174061-Leonidas Mafra-7919.65
78967-Ermelinda Quintela-7972.88
486054-Tarrataca Soares-8325.61
961557-Judite Damasceno-330.36
973234-Almerinda Palmeira-15285.81
454859-Ubaldo Mainha-20598.84
383154-Antonio Castelo-5172.91
52457-Anfnia Seixas-14682.17
701104-Emiliana Foquio-6446.53
980417-Sara Lameiras-10996.75
255480-Danilo Olaio-8123.66
616238-Quintino Alcantara-11374.44
136375-Flor Portella-8284.47
743716-Zungela Ipiranga-7269.25
615223-Fulvio Villegas-7698.98
931725-Delfim Higuera-7458.69
608773-Letedcia Gago-9332.52
215036-Andreia Moita-3618.21
934697-Silvio Mata-9865.22
779631-Manuel Capiperibe-12205.03
378166-Almor Caiado-16797.58
425692-Liana Cardim-21413.74
277070-Oliveira Carmona-13050.27
205766-Fulvio Villegas-1812.87
654166-Honorina Lira-8169.02
716363-Cassandra Varejo-7323.51
662091-Tibofarcio Camacho-5294.76
899248-Odete Vasques-15736.91
870154-Anind Zarco-3341.42
10092-Antonio Viegas-20079.21
825106-Flor Portella-1558.16
5609-Basilio Pedroso-20122.42
146920-Augusta Paio-19320.35
735094-Dulce Froes-7477.57
248040-Nuno Balsemeo-6399.28
175343-Estanislau Beserra-9896.44
488215-Regina Barcellos-17093.06
537106-Antonio Viegas-11687.22
923529-Ermelinda Quintela-8361.08
832237-Guaraci Damasceno-13561.18
759999-Cleusa Goes-16809.43
962295-Gaudancio Fiees-4754.65
55363-Telma Villalobos-10246.12
175579-Adelina Quadros-20093.47
583010-Delfina Perdigon-20091.12
409233-Odilia Camello-17938.03
585972-Jonatas Felgueiras-21092.92
238352-Tibofarcio Camacho-17413.45
97762-Rodolfo Paz-10517.85
615251-Artur Grillo-10271.34
54099-Judite Damasceno-7404.10
308823-Almerinda Palmeira-18713.72
321469-Odete Vasques-1189.44
885459-Spnia ou Sonia Guerreiro-10831.20
722912-Taercio Mafra-6502.19
971641-Ximena Castilho-17846.28
380714-Artur Grillo-9237.30
612222-Telma Villalobos-7444.85
81765-Ubaldo Mainha-6730.99
659498-Feledcia Peassego-10437.14
355513-Spnia ou Sonia Guerreiro-17167.69
27619-Rodolfo Paz-7005.94
648721-Esperada Cardoso-74.32
398445-Danilo Olaio-15693.17
11884-Cleusa Goes-18390.40
253430-Anind Zarco-14565.28
814779-Marilda Leio-14114.25
667794-Oliveira Senchez-12655.54
898636-Henrique Bento-401.52
914483-Polibe Olivares-7188.11
63924-Jorgina Bogalho-3626.83
139664-Andreia Moita-6527.11
103997-Delfim Higuera-20643.59
12287-Anfnia Seixas-13272.74
40113-Judite Damasceno-4508.02
286837-Trajano Fagundes-14440.56
194397-Ximena Castilho-18058.71
832413-Cleusa Goes-14980.55
955588-Neuza Francia-1144.70
178038-Antonio Viegas-8543.84
631366-Nuno Balsemeo-4499.65
369671-Urbano Rodrigues-17891.04
701777-Urbano Rodrigues-3007.25
465504-Feledcia Peassego-3987.37
62665-Oliveira Carmona-10187.77
699820-Silvio Mata-6635.80
897665-Delfina Perdigon-11177.75
520562-Camila Gabeira-11576.07
697086-Flamednia Leiria-15275.63
541706-Honorina Lira-7532.57
197569-Spnia ou Sonia Guerreiro-20258.88
536539-Emedlio Pimentel-6197.74
102587-Sofras Cuaresma-15304.76
28084-Nuno Balsemeo-4704.58
744177-Mercia Caeira-11565.21
262752-Angelica Aranha-11327.37
353590-Tibofarcio Camacho-18556.35
831471-Eurico Siqueira-4416.71
364189-Danilo Olaio-3038.85
883084-Jussara Varanda-14824.27
269935-Henrique Bento-4011.40
654074-Basilio Pedroso-17176.77
626110-Armanda Amorim-17897.79
355448-Armanda Amorim-5343.24
305318-Quintiliano Sousa de Arronches-14260.68
548537-Mercia Caeira-6208.47
371944-Celeste Duarte-17102.01
969935-Esperada Cardoso-575.49
691275-Taercio Mafra-14559.13
491554-Anind Zarco-17247.96
548809-Tibofarcio Camacho-17185.82
10759-Micaela Chavez-18872.36
763427-Danilo Olaio-18723.79
992239-Odilia Bello-19747.34
679051-Guaraci Damasceno-4455.56
402881-Oliveira Carmona-4511.04
863548-Flamednia Leiria-5074.76
475069-Sara Lameiras-17324.46
274360-Armanda Amorim-9886.54
442154-Quintiliano Sousa de Arronches-19511.46
69214-Delfina Perdigon-10782.11
320405-Jussara Varanda-3957.38
764970-Flor Portella-5235.01
21848-Rodolfo Paz-8444.93
86420-Emedlio Pimentel-18291.72
735567-Delfina Perdigon-3390.92
232041-Micaela Chavez-18019.55
445784-Tarrataca Soares-16309.47
208267-Tabalipa Duarte-2677.37
400031-Trajano Fagundes-1636.96
904160-Liana Cardim-6537.65
990589-Sidfnio Frois-21390.86
346097-Emedlio Pimentel-20423.67
80441-Regina Barcellos-59.05
65423-Polibe Olivares-8589.92
606359-Joaquim Rufino-17327.27
768140-Delfina Perdigon-11004.75
890006-Oliveira Senchez-6724.38
490947-Elisa Themes-5061.62
745887-Heleedsa Marins-20575.62
662732-Delfim Higuera-6089.83
790291-Manuel Capiperibe-264.90
172027-Carminda Morais-498.36
538663-Cleusa Goes-4039.16
431496-Henrique Bento-9159.82
496872-Urbano Rodrigues-20315.88
654024-Emedlia Silvera-20543.56
282853-Leonidas Mafra-14917.63
374780-Adelino Barra-20762.54
204165-Delfina Garcia de Gondim-5015.16
729514-Augusta Paio-8661.79
20041-Flamednia Leiria-21009.69
428855-Neeamia Arruda-3066.57
204574-Tabalipa Duarte-3017.12
885399-Quintino Alcantara-7831.44
74101-Rebeca Neto-14326.41
989897-Celeste Duarte-4418.11
897532-Celeste Duarte-17600.94
759143-Neuza Francia-5759.85
266644-Almerinda Palmeira-14521.89
369124-Neuza Francia-2574.35
454391-Quintiliano Sousa de Arronches-19404.55
513035-Armindo Castalo-504.00
923856-Micaela Chavez-9246.05
250944-Melinda Roserio-2740.06
76074-Sidfnio Frois-11050.81
489253-Edgar Carvalheiro-8555.87
774975-Rodolfo Paz-6260.01
855948-Augusta Paio-10887.60
190417-Marilda Leio-6025.43
40619-Delfina Perdigon-12249.12
69288-Sidfnio Frois-14173.66
99417-Guaraci Damasceno-12063.96
786683-Ermelinda Quintela-6418.36
186100-Daniel Vieyra-1276.03
729164-Mercia Caeira-5796.79
429100-Angilica Galante-18821.69
939932-Dulce Froes-17944.60
