461016-Eurico Siqueira-5690.47
967403-Edgar Carvalheiro-16369.84
25798-Armanda Amorim-2579.26
526539-Telma Villalobos-13093.09
776135-Sofras Cuaresma-4139.59
198542-Lina Andrade-16079.09
544350-Almor Caiado-4970.42
789849-Lurdes Cotrim-10294.54
782947-Quintino Alcantara-9295.45
345706-Anind Zarco-16917.60
81277-Danilo Olaio-11162.23
750025-Fulvio Villegas-687.07
769857-Urbano Rodrigues-9277.32
650270-Ximena Castilho-16322.59
593312-Marilda Leio-8135.51
144249-Neeamia Arruda-9907.50
82009-Artur Grillo-17902.94
73712-Leonidas Mafra-7956.01
120326-Ximena Castilho-459.00
56704-Oliveira Carmona-2522.46
73264-Angilica Galante-498.43
920991-Flor Portella-4895.93
785488-Quintino Alcantara-13073.63
60084-Aludsio Sosa-4365.30
159981-Moaci Mendoa-16141.23
218944-Celeste Duarte-19912.67
703065-Delfim Higuera-3388.66
229279-Rodolfo Paz-8619.39
726390-Emedlia Silvera-10460.60
768487-Ubaldo Mainha-7926.33
86414-Sidfnio Frois-14187.06
627221-Honorina Lira-9911.43
391017-Cleusa Goes-11469.29
887248-Camila Gabeira-21439.89
642452-Quintiliano Sousa de Arronches-9966.65
465470-Sofras Cuaresma-2664.01
554844-Almerinda Palmeira-15611.04
938571-Sidfnio Frois-10828.49
439204-Eurico Siqueira-20085.76
323339-Joaquim Rufino-9728.60
969386-Rodolfo Paz-18149.47
458623-Joaquim Rufino-13560.91
541074-Lina Andrade-18124.81
502950-Almor Caiado-19643.69
478169-Regina Barcellos-12965.27
609098-Almerinda Palmeira-6225.09
523635-Tarrataca Soares-9330.64
787437-Liana Cardim-18710.03
506922-Cassandra Varejo-20844.42
802414-Neuza Francia-16192.82
730619-Romo Paranage-7277.67
881152-Neeamia Arruda-16072.26
175004-Oliveira Carmona-4522.83
397664-Delfim Higuera-7177.86
641920-Elisa Themes-6927.81
551400-Lurdes Cotrim-19913.90
861402-Sofras Cuaresma-1624.30
791343-Regina Barcellos-19872.17
86855-Rebeca Neto-18852.41
957975-Camila Gabeira-9025.59
205895-Guida Juca-19792.90
400677-Adelina Quadros-916.88
718598-Delfim Higuera-5258.63
517973-Andreia Moita-1337.77
202400-Almor Caiado-10594.18
930685-Joaquim Rufino-44.86
168298-Emedlia Silvera-15303.48
470083-Anind Zarco-7556.55
290963-Jussara Varanda-9107.42
70143-Neeamia Arruda-18567.00
647313-Adelino Barra-2714.22
508213-Silvio Mata-1173.39
595114-Oliveira Senchez-6030.58
965441-Regina Barcellos-13935.76
638498-Angelica Aranha-1582.95
92454-Sidfnio Frois-3412.26
936406-Basilio Pedroso-4173.94
726693-Tibefarcio Colao-13198.64
250754-Oliveira Senchez-6246.71
531861-Elisa Themes-4162.58
372430-Silvio Mata-1664.21
19432-Neuza Francia-6029.30
354018-Heleedsa Marins-11855.25
67545-Judite Damasceno-2190.06
41325-Lina Andrade-5686.45
949983-Joaquim Rufino-7797.37
344919-Filomena Barrios-6961.90
603888-Mercia Caeira-4804.33
518232-Jonatas Felgueiras-21196.84
174808-Eurico Siqueira-10567.32
47941-Telma Villalobos-3416.21
859880-Andreia Moita-19536.40
494948-Romo Paranage-16895.11
704449-Joaquim Rufino-750.95
490004-Odilia Camello-15391.36
86716-Urbano Rodrigues-6986.02
392568-Quintiliano Sousa de Arronches-18529.47
608562-Jonatas Felgueiras-900.67
204782-Tabalipa Duarte-4605.86
955838-Romo Paranage-17277.61
480931-Liana Cardim-14533.25
427373-Carminda Morais-20561.85
819730-Henrique Bento-15061.96
220412-Daniel Vieyra-4064.17
143916-Quintino Alcantara-1504.23
228742-Augusta Paio-8965.10
534638-Clarindo Areosa-8384.19
547068-Carminda Morais-3935.44
992724-Guaraci Damasceno-8817.48
638712-Emedlio Pimentel-7802.21
533247-Camila Gabeira-5052.18
48758-Regina Barcellos-2231.62
204677-Telma Villalobos-5369.81
904079-Almerinda Palmeira-4847.18
181805-Clara Alcantara-2853.78
111883-Angilica Galante-5076.07
160650-Armanda Amorim-19311.42
156673-Sara Lameiras-9572.05
736544-Sofras Cuaresma-2137.14
385792-Quintiliano Sousa de Arronches-18203.53
828280-Aludsio Sosa-3914.03
595598-Aludsio Sosa-5634.51
63978-Emiliana Foquio-21426.56
244720-Delfina Garcia de Gondim-3760.77
842275-Telma Villalobos-17812.58
862997-Ubaldo Mainha-14548.87
393604-Telma Villalobos-955.64
859368-Andreia Moita-17037.20
868852-Flor Portella-20744.57
143189-Guaraci Damasceno-16683.59
121866-Zulmira Becerra-657.04
834870-Angelica Aranha-8672.99
709574-Flor Portella-18343.63
82060-Manuel Capiperibe-1781.24
656388-Emedlio Pimentel-5999.66
125530-Gaudancio Fiees-11028.29
201877-Angilica Galante-4357.39
936419-Trajano Fagundes-15845.99
876224-Clarindo Areosa-6479.84
46720-Gaudancio Fiees-6551.27
570268-Joaquim Rufino-2387.65
12818-Andreia Moita-20516.00
390424-Spnia ou Sonia Guerreiro-20218.26
456821-Telma Villalobos-6864.25
599735-Neuza Francia-6775.97
517323-Urbano Rodrigues-1332.39
321470-Delfina Garcia de Gondim-17084.41
205529-Regina Barcellos-8918.94
809822-Sofras Cuaresma-7882.86
387245-Quintino Alcantara-16113.33
839943-Telma Villalobos-8864.20
996196-Clarindo Areosa-11524.33
451601-Sara Lameiras-8253.39
302840-Judite Damasceno-20477.96
761931-Artur Grillo-9009.12
703851-Jonatas Felgueiras-13134.30
475247-Delfim Higuera-4452.67
986075-Camila Gabeira-5394.73
612056-Silvio Mata-11522.83
738393-Danilo Olaio-631.86
475571-Silvio Mata-10880.26
494513-Armanda Amorim-21450.23
630089-Moaci Mendoa-19539.91
108224-Filomena Barrios-2018.10
10978-Joaquim Rufino-13615.72
511092-Esperada Cardoso-17382.75
250448-Taercio Mafra-2872.67
463628-Rebeca Neto-17392.53
54346-Esperada Cardoso-12363.82
447884-Flamednia Leiria-15741.20
690962-Tibofarcio Camacho-12601.12
353848-Spnia ou Sonia Guerreiro-5331.23
965712-Emedlio Pimentel-14447.53
916979-Daniel Vieyra-17218.61
180821-Zulmira Becerra-20508.72
356973-Clara Alcantara-9618.99
479112-Trajano Fagundes-7356.66
385058-Eurico Siqueira-9331.30
247638-Guaraci Damasceno-2987.01
909376-Guaraci Damasceno-17681.48
757519-Carminda Morais-5103.56
148362-Anind Zarco-17067.10
561749-Emiliana Foquio-671.92
998337-Emedlio Pimentel-7121.09
728263-Basilio Pedroso-13942.90
62513-Tarrataca Soares-8671.63
672235-Augusta Paio-4441.58
549028-Basilio Pedroso-5705.43
195321-Basilio Pedroso-17857.91
223168-Jorgina Bogalho-9472.17
403668-Joaquim Rufino-2654.91
179687-Honorina Lira-8286.39
111147-Marilda Leio-4867.17
279081-Angelica Aranha-11937.15
340769-Camila Gabeira-10039.60
790837-Anind Zarco-12790.22
624027-Anfnia Seixas-16096.95
156194-Neeamia Arruda-1357.60
818262-Carminda Morais-7439.55
180931-Gaudancio Fiees-3756.95
692084-Urbano Rodrigues-6050.99
75388-Jonatas Felgueiras-5447.95
684691-Camila Gabeira-7279.06
485707-Nuno Balsemeo-4517.01
395413-Sidfnio Frois-14380.42
110984-Melinda Roserio-14428.33
