808529-Ermelinda Quintela-6951.36
28495-Polibe Olivares-18927.16
662407-Armindo Castalo-9265.96
555980-Tarrataca Soares-12044.16
49065-Dulce Froes-12072.15
57663-Quintino Alcantara-20970.59
869652-Zulmira Becerra-15475.31
781713-Adelina Quadros-6807.57
839929-Ermelinda Quintela-20672.38
696146-Sofras Cuaresma-19878.38
250630-Nuno Balsemeo-19884.85
88691-Emiliana Foquio-6410.29
573220-Esperada Cardoso-13246.92
913685-Anind Zarco-5307.64
617627-Joaquim Rufino-13938.13
119758-Antonio Castelo-15818.71
738688-Liana Cardim-6072.57
96287-Mercia Caeira-18930.38
367039-Sidfnio Frois-5423.95
578529-Anind Zarco-17950.91
136514-Rebeca Neto-6538.58
314537-Flor Portella-6524.63
725323-Branco Saraba-4395.52
732362-Odilia Camello-8954.66
155470-Flamednia Leiria-12680.84
825874-Delfina Perdigon-1657.20
555685-Moaci Mendoa-10564.59
333196-Neeamia Arruda-5660.71
867764-Joaquim Rufino-19054.38
157248-Domingos Pas-9775.33
801256-Filomena Barrios-4961.86
446035-Fulvio Villegas-16715.01
636432-Celeste Duarte-21012.26
518501-Emiliana Foquio-5644.75
164574-Clara Alcantara-4131.46
140070-Cassandra Varejo-7069.72
986299-Leonidas Mafra-13955.28
605617-Sidfnio Frois-18788.61
779738-Adelino Barra-6902.45
348591-Guaraci Damasceno-20444.03
524673-Antonio Castelo-14867.20
558615-Lurdes Cotrim-10056.83
55460-Silvio Mata-12423.19
621133-Daniel Vieyra-13738.37
652967-Emiliana Foquio-19310.02
284941-Camila Gabeira-126.58
120461-Eurico Siqueira-14956.45
447272-Leonidas Mafra-5447.67
328956-Eurico Siqueira-12005.46
165257-Clara Alcantara-18578.95
51056-Armanda Amorim-169.36
122867-Esperada Cardoso-6264.95
211580-Guida Juca-440.67
42518-Angilica Galante-8566.88
348043-Trajano Fagundes-18123.41
799978-Guida Juca-20316.26
740548-Jussara Varanda-16802.62
209088-Rebeca Neto-18147.10
55146-Trajano Fagundes-8535.55
662838-Zungela Ipiranga-7022.37
673060-Quintiliano Sousa de Arronches-1908.04
919773-Odete Vasques-19629.27
365363-Quintiliano Sousa de Arronches-12476.55
129912-Basilio Pedroso-1462.14
248271-Oliveira Senchez-13705.62
368664-Polibe Olivares-10388.78
663865-Telma Villalobos-20056.19
120172-Polibe Olivares-13713.44
826851-Camila Gabeira-10149.16
596344-Neeamia Arruda-16265.78
777243-Regina Barcellos-9557.68
894221-Angelica Aranha-4892.04
22244-Branco Saraba-12325.69
700421-Guaraci Damasceno-1332.15
582589-Odilia Bello-7124.64
321717-Oliveira Senchez-6063.49
686393-Quintino Alcantara-19750.13
346135-Clara Alcantara-20191.33
715511-Armindo Castalo-12834.76
639829-Taercio Mafra-9685.89
317050-Emedlia Silvera-7848.82
798230-Judite Damasceno-7492.93
722588-Sidfnio Frois-14883.15
818058-Quintino Alcantara-8985.32
610805-Ubaldo Mainha-19841.14
481577-Quintiliano Sousa de Arronches-1149.53
746704-Polibe Olivares-16176.39
146734-Guaraci Damasceno-17299.85
890757-Neeamia Arruda-1192.17
66622-Eurico Siqueira-19338.57
820816-Judite Damasceno-14336.90
859103-Trajano Fagundes-9570.05
101257-Cleusa Goes-3192.44
428993-Regina Barcellos-7680.62
972223-Daniel Vieyra-3021.89
979219-Tabalipa Duarte-2921.87
851348-Flamednia Leiria-17769.34
736125-Silvio Mata-3195.97
270072-Estanislau Beserra-15864.87
796394-Oliveira Carmona-1500.70
911434-Antonio Viegas-19318.91
425140-Quintiliano Sousa de Arronches-14452.67
231733-Sidfnio Frois-13268.84
869809-Adelino Barra-6618.30
39789-Clarindo Areosa-17308.02
840614-Oliveira Carmona-9512.97
594002-Rodolfo Paz-10771.49
502698-Clara Alcantara-19358.85
912836-Odilia Camello-12516.71
539927-Fulvio Villegas-3079.84
23801-Silvio Mata-734.12
230564-Domingos Pas-13328.37
925741-Emedlia Silvera-5405.85
380977-Emiliana Foquio-13324.55
897978-Anfnia Seixas-3120.11
120253-Judite Damasceno-16108.52
13027-Urbano Rodrigues-10489.62
872060-Augusta Paio-2439.81
811382-Liana Cardim-9258.94
270807-Urbano Rodrigues-10664.34
284253-Cassandra Varejo-4519.74
705239-Sara Lameiras-5162.04
909221-Sidfnio Frois-686.47
513808-Feledcia Peassego-15760.28
431643-Eurico Siqueira-15114.42
184004-Andreia Moita-1770.78
233758-Cleusa Goes-126.08
948607-Filomena Barrios-6474.80
548322-Ubaldo Mainha-2538.08
335681-Delfina Garcia de Gondim-4180.79
107078-Marilda Leio-12903.63
806650-Lurdes Cotrim-5075.84
343185-Jorgina Bogalho-16624.94
464769-Odilia Camello-17870.07
41211-Cleusa Goes-15429.55
145003-Delfim Higuera-5136.56
616760-Antonio Viegas-17978.89
50484-Joaquim Rufino-303.54
465226-Delfina Perdigon-14419.03
290174-Artur Grillo-8417.55
548902-Almor Caiado-6853.78
781565-Edgar Carvalheiro-10461.85
735079-Elisa Themes-11095.28
335184-Flamednia Leiria-14159.93
962857-Urbano Rodrigues-11505.50
548781-Letedcia Gago-6252.12
213209-Quintiliano Sousa de Arronches-14508.29
485519-Almor Caiado-3813.95
754123-Joaquim Rufino-19558.61
830405-Spnia ou Sonia Guerreiro-6576.67
468819-Zungela Ipiranga-18482.16
502674-Manuel Capiperibe-16845.14
604506-Manuel Capiperibe-6827.65
232592-Dulce Froes-10591.01
868035-Armanda Amorim-945.80
975184-Guaraci Damasceno-14481.29
738041-Ubaldo Mainha-10018.58
906718-Delfim Higuera-9158.60
429822-Ermelinda Quintela-18376.14
372026-Clara Alcantara-18734.45
69013-Lurdes Cotrim-14414.30
144213-Branco Saraba-18319.32
920627-Jorgina Bogalho-14050.53
741441-Cleusa Goes-18232.86
555072-Jorgina Bogalho-5786.70
919084-Basilio Pedroso-13616.45
11184-Spnia ou Sonia Guerreiro-3909.00
448131-Romo Paranage-16118.06
280410-Guida Juca-7597.53
973247-Odete Vasques-14241.25
849521-Micaela Chavez-1517.10
458134-Elisa Themes-19228.54
97004-Anind Zarco-13412.91
501209-Delfim Higuera-16640.33
5933-Emiliana Foquio-121.04
606739-Odilia Bello-18310.23
336055-Aludsio Sosa-13035.51
923442-Angilica Galante-20279.99
887124-Dulce Froes-907.96
981224-Emiliana Foquio-17427.69
36147-Honorina Lira-11991.35
520712-Edgar Carvalheiro-3081.09
970298-Trajano Fagundes-7542.06
473058-Taercio Mafra-10727.07
777938-Neuza Francia-1752.30
752972-Delfim Higuera-3038.36
373344-Odilia Camello-7591.72
409801-Honorina Lira-3956.12
769060-Esperada Cardoso-1290.16
880943-Daniel Vieyra-17969.97
117478-Emiliana Foquio-8305.50
580381-Delfina Perdigon-8185.87
413865-Regina Barcellos-14455.57
538558-Tabalipa Duarte-19690.30
212253-Rodolfo Paz-20648.08
990021-Moaci Mendoa-1640.77
307300-Jorgina Bogalho-19234.51
175274-Emedlia Silvera-12913.77
74777-Taercio Mafra-20271.46
253515-Delfina Perdigon-5955.43
233793-Antonio Castelo-5681.77
348779-Antonio Viegas-20967.57
56608-Jussara Varanda-6616.87
3340-Antonio Castelo-18992.26
657480-Aludsio Sosa-10309.55
