773188-Anfnia Seixas-11415.83
457309-Jonatas Felgueiras-8956.92
684451-Emedlio Pimentel-20076.46
470865-Sidfnio Frois-16727.23
273430-Cassandra Varejo-3591.90
256983-Almerinda Palmeira-13878.28
732902-Aludsio Sosa-16867.14
782966-Feledcia Peassego-5831.73
378509-Zulmira Becerra-5864.10
217614-Tibofarcio Camacho-6290.63
895054-Antonio Viegas-5.19
394496-Delfina Garcia de Gondim-6529.77
326204-Tarrataca Soares-9966.61
775540-Jorgina Bogalho-9386.48
153876-Manuel Capiperibe-914.38
776749-Cleusa Goes-5736.95
656851-Ermelinda Quintela-1859.44
740807-Jorgina Bogalho-19697.27
555600-Oliveira Senchez-9096.22
194698-Spnia ou Sonia Guerreiro-16708.40
44641-Odete Vasques-7732.51
106603-Micaela Chavez-6371.62
860931-Manuel Capiperibe-16014.88
777121-Cleusa Goes-13117.80
933026-Neeamia Arruda-20239.34
279088-Urbano Rodrigues-5682.27
969065-Quintino Alcantara-5524.00
373202-Quintino Alcantara-19711.41
466608-Estanislau Beserra-12022.13
969883-Augusta Paio-10849.24
535670-Fulvio Villegas-16659.69
620642-Clarindo Areosa-17480.75
198459-Letedcia Gago-794.52
437221-Sara Lameiras-8152.30
840497-Silvio Mata-13331.63
165366-Esperada Cardoso-19924.42
701515-Trajano Fagundes-20334.11
181845-Angilica Galante-9953.00
905676-Odilia Camello-16087.67
251515-Ermelinda Quintela-1652.53
953330-Taercio Mafra-15887.89
422527-Judite Damasceno-15849.26
537250-Gaudancio Fiees-8066.41
172759-Leonidas Mafra-2505.94
588243-Heleedsa Marins-8554.35
453929-Delfina Garcia de Gondim-5651.17
546568-Odilia Bello-21008.18
555713-Camila Gabeira-13535.16
705821-Daniel Vieyra-2929.38
585194-Artur Grillo-19761.90
904884-Danilo Olaio-16316.59
193178-Regina Barcellos-325.98
73033-Ximena Castilho-21111.36
405379-Emedlia Silvera-8788.25
483689-Odete Vasques-19424.13
724638-Daniel Vieyra-8833.83
923666-Gaudancio Fiees-4174.46
49838-Melinda Roserio-10970.02
992709-Liana Cardim-5982.24
702534-Celeste Duarte-1233.26
665548-Micaela Chavez-7572.30
933775-Ermelinda Quintela-20184.24
644207-Armanda Amorim-13600.13
995305-Gaudancio Fiees-10089.35
940640-Oliveira Senchez-17804.18
837063-Sofras Cuaresma-7126.59
849940-Melinda Roserio-19455.83
197138-Jonatas Felgueiras-10701.49
60503-Odilia Camello-12291.42
378414-Sidfnio Frois-18838.45
402387-Regina Barcellos-10520.26
85752-Angelica Aranha-3224.77
367390-Branco Saraba-12801.21
817254-Angilica Galante-4366.32
91752-Esperada Cardoso-1900.89
779127-Anind Zarco-13959.26
366012-Ximena Castilho-3242.93
915328-Polibe Olivares-12234.90
950084-Armanda Amorim-11520.67
241509-Emiliana Foquio-4029.61
342094-Jonatas Felgueiras-9523.64
673074-Judite Damasceno-1369.66
460332-Liana Cardim-1368.50
260549-Celeste Duarte-9156.67
995456-Delfim Higuera-12047.59
181446-Fulvio Villegas-7990.54
510455-Jonatas Felgueiras-5819.37
455204-Letedcia Gago-9708.52
549180-Lurdes Cotrim-9153.18
301444-Sara Lameiras-10135.60
898178-Eurico Siqueira-13889.02
37634-Adelino Barra-6510.91
653588-Andreia Moita-8185.52
906599-Artur Grillo-11038.12
791972-Cleusa Goes-3683.24
766700-Melinda Roserio-3925.05
184197-Branco Saraba-18890.16
894405-Zungela Ipiranga-3609.88
94462-Neeamia Arruda-11735.37
877575-Urbano Rodrigues-12608.38
622158-Nuno Balsemeo-3592.53
246950-Branco Saraba-16682.90
837704-Heleedsa Marins-12154.60
761809-Quintiliano Sousa de Arronches-2808.83
869223-Artur Grillo-14486.75
251699-Ximena Castilho-6139.58
688364-Spnia ou Sonia Guerreiro-13201.42
577933-Rodolfo Paz-17440.37
803032-Angilica Galante-9616.48
379153-Quintiliano Sousa de Arronches-1250.42
998750-Daniel Vieyra-17846.64
552972-Liana Cardim-4504.27
682189-Romo Paranage-5542.65
879438-Letedcia Gago-855.43
405268-Jonatas Felgueiras-21074.12
255134-Jussara Varanda-13821.80
610483-Almor Caiado-8563.85
981770-Letedcia Gago-11119.63
856903-Oliveira Carmona-9722.82
785062-Camila Gabeira-13526.61
551339-Odilia Bello-11191.76
570264-Quintiliano Sousa de Arronches-16607.29
395823-Silvio Mata-14809.28
197958-Jonatas Felgueiras-13983.24
883267-Almerinda Palmeira-3692.45
243723-Zungela Ipiranga-9095.00
78730-Lina Andrade-12641.11
56133-Angelica Aranha-11746.09
586691-Sofras Cuaresma-10019.82
281217-Nuno Balsemeo-19197.67
500935-Jonatas Felgueiras-8938.35
417059-Marilda Leio-4309.22
760189-Marilda Leio-518.34
851675-Jorgina Bogalho-9720.32
2384-Armanda Amorim-13249.15
81538-Aludsio Sosa-4116.75
857189-Edgar Carvalheiro-9937.54
17701-Delfina Perdigon-963.26
141007-Emiliana Foquio-16109.13
62845-Adelina Quadros-567.11
162367-Angelica Aranha-20012.12
438323-Delfim Higuera-6391.45
960038-Cleusa Goes-7159.05
926053-Dulce Froes-6382.73
215807-Andreia Moita-4917.92
750919-Almerinda Palmeira-2363.90
302875-Delfina Perdigon-12542.47
965807-Filomena Barrios-1067.81
754189-Ximena Castilho-534.38
41275-Nuno Balsemeo-20665.01
95775-Delfina Perdigon-10561.80
501733-Guida Juca-2891.35
829413-Anind Zarco-14260.95
990989-Flor Portella-16530.21
184421-Augusta Paio-2207.53
809326-Quintiliano Sousa de Arronches-17935.04
109429-Rebeca Neto-8383.23
679810-Sara Lameiras-7668.05
576604-Gaudancio Fiees-6060.76
386502-Angelica Aranha-13581.17
423424-Elisa Themes-6477.29
671953-Emedlia Silvera-15162.31
581854-Delfina Garcia de Gondim-995.77
396962-Oliveira Senchez-7445.68
485306-Delfina Garcia de Gondim-1282.68
881974-Jorgina Bogalho-17230.78
668503-Jorgina Bogalho-16457.04
702082-Melinda Roserio-8899.00
516765-Micaela Chavez-16994.76
286263-Eurico Siqueira-13903.79
557069-Ubaldo Mainha-193.19
524254-Edgar Carvalheiro-17349.91
626142-Sofras Cuaresma-7340.89
822770-Polibe Olivares-20274.86
72897-Eurico Siqueira-19584.88
559626-Sara Lameiras-10188.86
582931-Angelica Aranha-15925.55
412984-Eurico Siqueira-6387.73
564648-Dulce Froes-4118.06
308465-Clarindo Areosa-9650.92
169358-Tibefarcio Colao-701.66
759453-Moaci Mendoa-9306.90
96837-Gaudancio Fiees-16883.16
10923-Emedlio Pimentel-16216.55
9051-Ermelinda Quintela-2362.45
759292-Melinda Roserio-20478.04
103675-Taercio Mafra-2599.03
667981-Angilica Galante-58.33
648374-Ermelinda Quintela-20523.97
105105-Romo Paranage-5632.22
457380-Ximena Castilho-11913.92
128624-Mercia Caeira-2896.67
790790-Domingos Pas-15217.64
58436-Basilio Pedroso-6922.92
328525-Adelina Quadros-6933.01
602714-Lurdes Cotrim-16530.60
279331-Judite Damasceno-9996.80
510525-Romo Paranage-3788.64
514732-Antonio Castelo-6805.13
841421-Angelica Aranha-14566.18
260504-Antonio Viegas-19500.75
845401-Neuza Francia-327.20
120368-Melinda Roserio-17345.11
744251-Silvio Mata-13470.86
23467-Anind Zarco-8979.31
547267-Oliveira Carmona-1980.50
